timestamp,date,open,high,low,close,volume
1769765700000,2026-01-30T09:35:00.000Z,82545.54,82599.92,82496,82538.02,58.47052
1769766000000,2026-01-30T09:40:00.000Z,82538.02,82649.8,82466.78,82485.65,51.28564
1769766300000,2026-01-30T09:45:00.000Z,82485.64,82485.65,82284.72,82290.01,110.03024
1769766600000,2026-01-30T09:50:00.000Z,82290.01,82400,82160,82361.07,120.17616
1769766900000,2026-01-30T09:55:00.000Z,82361.08,82440.68,82284.02,82363.72,51.88009
1769767200000,2026-01-30T10:00:00.000Z,82363.71,82411.79,82277.6,82277.6,58.04096
1769767500000,2026-01-30T10:05:00.000Z,82277.6,82351.54,82214,82243.16,52.92538
1769767800000,2026-01-30T10:10:00.000Z,82243.17,82336,82172.02,82319.15,52.22937
1769768100000,2026-01-30T10:15:00.000Z,82319.15,82386.1,82245.37,82386,45.50179
1769768400000,2026-01-30T10:20:00.000Z,82386.09,82546.34,82386.08,82546.34,53.52842
1769768700000,2026-01-30T10:25:00.000Z,82546.34,82623.51,82486.06,82522.67,41.04813
1769769000000,2026-01-30T10:30:00.000Z,82522.67,82600,82515.01,82576.9,76.14642
1769769300000,2026-01-30T10:35:00.000Z,82576.89,82649.8,82498,82542.7,51.60472
1769769600000,2026-01-30T10:40:00.000Z,82542.7,82592.05,82525.5,82592.05,30.59775
1769769900000,2026-01-30T10:45:00.000Z,82592.04,82736,82569.88,82735.99,44.39697
1769770200000,2026-01-30T10:50:00.000Z,82736,82897.41,82700.01,82832.59,108.19601
1769770500000,2026-01-30T10:55:00.000Z,82832.58,82842.39,82744.95,82833.92,47.17448
1769770800000,2026-01-30T11:00:00.000Z,82833.92,82836.42,82791.11,82827.97,35.41019
1769771100000,2026-01-30T11:05:00.000Z,82827.98,82849.75,82741.39,82741.4,34.09669
1769771400000,2026-01-30T11:10:00.000Z,82741.4,82860.8,82741.39,82860.8,18.8474
1769771700000,2026-01-30T11:15:00.000Z,82860.79,82928.2,82793.62,82794.44,48.27031
1769772000000,2026-01-30T11:20:00.000Z,82794.44,82840,82736.22,82827.77,36.9749
1769772300000,2026-01-30T11:25:00.000Z,82827.78,82827.78,82700.27,82741.16,31.42679
1769772600000,2026-01-30T11:30:00.000Z,82741.15,82831.39,82731.12,82791.27,47.26841
1769772900000,2026-01-30T11:35:00.000Z,82791.28,82831.39,82736.3,82816.44,35.40898
1769773200000,2026-01-30T11:40:00.000Z,82816.45,82976.19,82793.96,82793.97,38.19106
1769773500000,2026-01-30T11:45:00.000Z,82793.97,82825.8,82682.15,82695.68,41.56295
1769773800000,2026-01-30T11:50:00.000Z,82695.68,83261.91,82695.67,83223.84,144.15139
1769774100000,2026-01-30T11:55:00.000Z,83223.85,83314.85,83114.89,83151.36,96.07396
1769774400000,2026-01-30T12:00:00.000Z,83151.36,83329.35,83130.89,83260,83.58289
1769774700000,2026-01-30T12:05:00.000Z,83259.99,83259.99,83036.5,83038.66,64.97408
1769775000000,2026-01-30T12:10:00.000Z,83038.66,83088,82933.28,82933.28,55.73897
1769775300000,2026-01-30T12:15:00.000Z,82933.29,82966.93,82900,82900,55.92549
1769775600000,2026-01-30T12:20:00.000Z,82900.01,82900.01,82684.07,82717.21,78.75353
1769775900000,2026-01-30T12:25:00.000Z,82717.21,82791.37,82650,82747.14,42.91606
1769776200000,2026-01-30T12:30:00.000Z,82747.15,82806.98,82675.8,82702.84,34.38218
1769776500000,2026-01-30T12:35:00.000Z,82702.83,82860.79,82690.84,82824.01,36.72724
1769776800000,2026-01-30T12:40:00.000Z,82824,82877,82745.2,82745.2,55.26193
1769777100000,2026-01-30T12:45:00.000Z,82745.2,82870.8,82709.96,82870.8,64.15215
1769777400000,2026-01-30T12:50:00.000Z,82870.79,82928.2,82730.98,82763.82,91.79134
1769777700000,2026-01-30T12:55:00.000Z,82763.83,82823.17,82760,82800.5,28.81034
1769778000000,2026-01-30T13:00:00.000Z,82800.49,82859.92,82655.64,82675.8,63.58174
